timestamp,price
2023-10-20 04:00:04.814518+00:00,1.0550296306610107
2023-10-20 05:00:04.814518+00:00,1.0551161766052246
2023-10-20 06:00:04.814518+00:00,1.0551120042800903
2023-10-20 07:00:04.814518+00:00,1.0551453828811646
2023-10-20 08:00:04.814518+00:00,1.0552020072937012
2023-10-20 09:00:04.814518+00:00,1.0552781820297241
2023-10-20 10:00:04.814518+00:00,1.055414080619812
2023-10-20 11:00:04.814518+00:00,1.0553957223892212
2023-10-20 12:00:04.814518+00:00,1.055565357208252
2023-10-20 13:00:04.814518+00:00,1.0553393363952637
2023-10-20 14:00:04.814518+00:00,1.0553518533706665
2023-10-20 15:00:04.814518+00:00,1.0554627180099487
2023-10-20 16:00:04.814518+00:00,1.0556163787841797
2023-10-20 17:00:04.814518+00:00,1.0552901029586792
2023-10-20 18:00:04.814518+00:00,1.0558764934539795
2023-10-20 19:00:04.814518+00:00,1.0557106733322144
2023-10-20 20:00:04.814518+00:00,1.055793285369873
2023-10-20 21:00:04.814518+00:00,1.0560816526412964
2023-10-20 22:00:04.814518+00:00,1.0560351610183716
2023-10-20 23:00:04.814518+00:00,1.0563874244689941
2023-10-21 00:00:04.814518+00:00,1.0562316179275513
2023-10-21 01:00:04.814518+00:00,1.0562067031860352
2023-10-21 02:00:04.814518+00:00,1.0561171770095825
2023-10-21 03:00:04.814518+00:00,1.0560312271118164
2023-10-21 04:00:04.814518+00:00,1.0561013221740723
2023-10-21 05:00:04.814518+00:00,1.0559709072113037
2023-10-21 06:00:04.814518+00:00,1.055883526802063
2023-10-21 07:00:04.814518+00:00,1.055883526802063
2023-10-21 08:00:04.814518+00:00,1.055800199508667
2023-10-21 09:00:04.814518+00:00,1.055707335472107
2023-10-21 10:00:04.814518+00:00,1.0554766654968262
2023-10-21 11:00:04.814518+00:00,1.055837869644165
2023-10-21 12:00:04.814518+00:00,1.0554436445236206
2023-10-21 13:00:04.814518+00:00,1.056015968322754
2023-10-21 14:00:04.814518+00:00,1.0560046434402466
2023-10-21 15:00:04.814518+00:00,1.0570154190063477
2023-10-21 16:00:04.814518+00:00,1.0557866096496582
2023-10-21 17:00:04.814518+00:00,1.0558414459228516
2023-10-21 18:00:04.814518+00:00,1.0570154190063477
2023-10-21 19:00:04.814518+00:00,1.0580909252166748
2023-10-21 20:00:04.814518+00:00,1.0572675466537476
2023-10-21 21:00:04.814518+00:00,1.0565963983535767
2023-10-21 22:00:04.814518+00:00,1.0566946268081665
2023-10-21 23:00:04.814518+00:00,1.0571107864379883
2023-10-22 00:00:04.814518+00:00,1.0570544004440308
2023-10-22 01:00:04.814518+00:00,1.057004451751709
2023-10-22 02:00:04.814518+00:00,1.0570600032806396
2023-10-22 03:00:04.814518+00:00,1.0568907260894775
2023-10-22 04:00:04.814518+00:00,1.0564690828323364
2023-10-22 05:00:04.814518+00:00,1.0567197799682617
2023-10-22 06:00:04.814518+00:00,1.057037591934204
2023-10-22 07:00:04.814518+00:00,1.057037591934204
2023-10-22 08:00:04.814518+00:00,1.057037591934204
2023-10-22 09:00:04.814518+00:00,1.057418704032898
2023-10-22 10:00:04.814518+00:00,1.0572320222854614
2023-10-22 11:00:04.814518+00:00,1.0572086572647095
2023-10-22 12:00:04.814518+00:00,1.0574932098388672
2023-10-22 13:00:04.814518+00:00,1.0566996335983276
2023-10-22 14:00:04.814518+00:00,1.0561132431030273
2023-10-22 15:00:04.814518+00:00,1.0563039779663086
2023-10-22 16:00:04.814518+00:00,1.0561532974243164
2023-10-22 17:00:04.814518+00:00,1.0559122562408447
2023-10-22 18:00:04.814518+00:00,1.0554850101470947
2023-10-22 19:00:04.814518+00:00,1.055331826210022
2023-10-22 20:00:04.814518+00:00,1.0554739236831665
2023-10-22 21:00:04.814518+00:00,1.0558907985687256
2023-10-22 22:00:04.814518+00:00,1.055440902709961
2023-10-22 23:00:04.814518+00:00,1.0554355382919312
2023-10-23 00:00:04.814518+00:00,1.0554275512695312
2023-10-23 01:00:04.814518+00:00,1.0554088354110718
